90000 757745334 1488529826 0 0 0.0311296
90000 757745334 1488529860 0 0 0
90000 757745334 1488529915 0 0 0.0311296
90000 757745334 1488529952 0 0 0.0311296
90000 757745334 1488529983 0 0 0.0311296
90000 757745334 1488530069 0 0 0.0311296
90000 757745334 1488530123 0 0 0.0311296
90000 757745334 1488530156 0 0 0.0311296
90000 757745334 1488530195 0 0 0.0311296
90000 757745334 1488530259 0 0 0.0311296
90000 757745334 1488530282 0 0 0.0311296
90000 757745334 1488530360 0 0 0.0311296
90000 757745334 1488530408 0 0 0.0311296
90000 757745334 1488530464 0 0 0.0311296
90000 757745334 1488530505 0 0 0.0311296
90000 757745334 1488530565 0 0 0.0311296
90000 757745334 1488530609 0 0 0.0311296
90000 757745334 1488530695 0 0 0.0311296
90000 757745334 1488530741 0 0 0.0311296
90000 757745334 1488530792 0 0 0.0311296
90000 757745334 1488530817 0 0 0.0311296
90000 757745334 1488530876 0 0 0.0311296
90000 757745334 1488530931 0 0 0.0311296
90000 757745334 1488531021 0 0 0.0311296
90000 757745334 1488531060 0 0 0.0311296
90000 757745334 1488531109 0 0 0.0311296
90000 757745334 1488531141 0 0 0.0311296
90000 757745334 1488531177 0 0 0.0311296
90000 757745334 1488531222 0 0 0.0311296
90000 757745334 1488531754 0 0 0.0311296
90000 757745334 1488531797 0 0 0.0311296
90000 757745334 1488531830 0 0 0.0311296
90000 757745334 1488531861 0 0 0.0311296
90000 757745334 1488531890 0 0 0.0311296
90300 757745334 1488531937 0 0 0
90300 757745334 1488532062 0 0 0.0311296
90300 757745334 1488532100 0 0 0.0311296
90300 757745334 1488532168 0 0 0.0311296
90300 757745334 1488532800 0 0 0.0311296
90300 757745334 1488532832 0 0 0.0311296
90300 757745334 1488532889 0 0 0.0311296
90300 757745334 1488533032 0 0 0.0311296
90300 757745334 1488533083 0 0 0.0311296
90300 757745334 1488533185 0 0 0.0311296
90300 757745334 1488533240 0 0 0.0311296
90300 757745334 1488533284 0 0 0.0311296
90300 757745334 1488533429 0 0 0.0311296
90300 757745334 1488533479 0 0 0.0311296
90300 757745334 1488533560 0 0 0.0311296
90300 757745334 1488533628 0 0 0.0311296
90300 757745334 1488533704 0 0 0.0311296
90300 757745334 1488533743 0 0 0.0311296
